3. Coal generation ceased production in Q1 2014.,,,,,,,,,,,,,,,
4. Transmission-connected solar began to be recorded in Q1 2015.,,,,,,,,,,,,,,,
5. Values may not add up to the total due to rounding.,,,,,,,,,,,,,,,
6. Related reports can be found at http://reports.ieso.ca/public/GenOutputbyFuelMonthly ,,,,,,,,,,,,,,,
Imports and Exports (GWh),,,,,,,,,,,,,,,
Import Quantities,Manitoba,Michigan,Minnesota,New York,Quebec,Total,,,,,,,,,
Quarter,165.86,21.7,14.2,2.54,2009.47,2213.77,,,,,,,,,
Percent,7.5%,1%,0.6%,0.1%,90.8%,,,,,,,,,,
Export Quantities,Manitoba,Michigan,Minnesota,New York,Quebec,Total,,,,,,,,,
Quarter,143.16,2804.22,174.17,1371.96,462.19,4955.7,,,,,,,,,
Percent,2.9%,56.6%,3.5%,27.7%,9.3%,,,,,,,,,,
Note :,,,,,,,,,,,,,,,
1. Values may not add up to the total due to rounding.,,,,,,,,,,,,,,,
2. Related reports can be found at http://reports.ieso.ca/public/IntertieScheduleFlowYear,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Grid-Connected* Generation Capacity ,,,,,,,,,,,,,,,
Year,Nuclear,Hydroelectric,Coal,Gas 1 ,Wind,Biofuel,Solar,Total,,,,,,,
2019Q3(MW),13009,9065.3,0,10276.6,4485.9,294.6,424,37555.4,,,,,,,
2019Q3(%),34.6394925896143%,24.1384727629049%,0%,27.3638411520048%,11.9447536173227%,0.784441118986883%,1.12899875916646%,100%,,,,,,,
Note: Numbers may not add up to totals due to rounding.,,,,,,,,0,,,,,,,
* Installed grid-connected generation capacity is the sum of all market participant generators who supply or bid into the IESO-administered market.  Numbers may not add up to totals due to rounding.,,,,,,,,0,,,,,,,
"1 Units that use natural gas, oil or are dual fuel, such as Lennox, NP Kirkland and NP Cochrane, are included in the Gas category.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Contracted Embedded Generation Capacity in Commercial Operation (Q3-2019),,,,,,,,,,,,,,,
Year,Hydroelectric,Gas,Wind,Biofuel,Solar,Other,Total1,,,,,,,,
2019 YTD (MW),280.85,274.3,590.53,110,2165.3,24.2,3445.18,,,,,,,,
2019 YTD Proportion of Embedded Capacity (%),8.15196883762242%,7.96184814726662%,17.1407589734063%,3.19286655559361%,62.8501268438805%,0.702430642230595%,100%,,,,,,,,
2018 (MW),278.25,271.49,590.53,110.33,2117.07,24.2,3391.87,,,,,,,,
2017 (MW),277.27,271.49,590.53,108.72,2028.52,24.2,3300.73,,,,,,,,
2016 (MW),267.5,258.719,533.8,108.47,1925.8,24.2,3118.489,,,,,,,,
2015 (MW),269.481,208.981,487.7298,108.092,1837.6297265,10.3,2922.2135265,,,,,,,,
2014 (MW),248.2,208.1,425.3,88.2,1509.4,,2479.2,,,,,,,,
2013 (MW),239.9,202.2,335.6,74.4,1018.7,,1870.8,,,,,,,,
2012 (MW),208.7,202.2,295.4,62.6,645.3,,1414.2,,,,,,,,
2011 (MW),202.9,202.2,234.6,59.5,419.4,,1118.4,,,,,,,,
Total IESO-contracted embedded generation in commercial operation at end of each period.   Numbers may not add up to totals due to rounding.,,,,,,,,,,,,,,,
"1 A small amount (estimated 180 MW) of contracted embedded capacity is IESO-administered (market participant) generation and therefore reported in both grid-connected and contracted embedded generation totals.  Totals do not include non-contracted embedded generation capacity, whose total annual output is approximately 1 TWh.  ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Total Grid-Connected and Contracted Embedded Generation Capacity,,,,,,,,,,,,,,,
Year,Nuclear,Hydroelectric,Coal,Gas,Wind,Biofuel,Solar,Other,Total,,,,,,
2019Q3(MW),13009,9346.15,0,10550.9,5076.43,404.6,2589.3,24.2,41000.58,,,,,,
2019Q3(%),31.7288194459688%,22.7951653366855%,0%,25.7335384036031%,12.3813614343992%,0.986815308466368%,6.31527651560051%,<1%,,,,,,,
Note: Numbers may not add up to totals due to rounding.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Quarter Generation Capacity (Grid-Connected) versus Ontario Demand and Operating Reserve (MW),,,,,,,,,,,,,,,
Time,MW,EST,Date,,,,,,,,,,,,
Available Capacity at Peak,28409,17:00:00,2019-07-29,,,,,,,,,,,,
Ontario Peak Demand,21791,17:00:00,2019-07-29,,,,,,,,,,,,
Ontario Minimum Demand,10477,04:00:00,2019-09-29,,,,,,,,,,,,
Ontario Operating Reserve Requirement at Peak,1568,17:00:00,2019-07-29,,,,,,,,,,,,
Note : Related reports can be found at http://reports.ieso.ca/public/Adequacy2 and http://reports.ieso.ca/public/Demand ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Greenhouse Gas Emissions from the Ontario Electricity Sector,,,,,,,,,,,,,,,
Year,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019 YTD (Q3)
CO2e Emissions (Megatonnes),35.4,30.8,33.9,28.3,15.3,20.3,14.4,14.3,10.3,6,6.3,5.5,2.5,4,3.2
Note: Data to 2017 is as per Environment and Climate Change Canada's National Inventory Report issued in April 2019. Data for 2018 onwards is estimated by the IESO using actual energy production and emissions factors aligned with data provided by Environment and Climate Change Canada's National Inventory Report.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Air Contaminant Emissions from the Ontario Electricity Sector,,,,,,,,,,,,,,,
Year,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019 YTD (Q3)
SO2 Emissions (Tonnes),114323,87932,105419,76020,30762,38507,11966,10342,10192,846,424,579,644,504,378
NOx Emissions (Tonnes),48143,38955,43846,38314,23653,27358,18198,19867,17973,11448,10355,9323,5695,5924,4569
PM2.5 Emissions (Tonnes),1778,1524,1871,1309,986,843,518,468,445,309,262,239,195,210,160
"Note: Data to 2017 is as reported to Environment and Climate Change Canada through the National Pollutant Release Inventory.  Data for 2018 onwards is estimated by the IESO using a combination of average historical data, actual energy production and facility level emissions factors (based on data reported to Environment and Climate Change Canada's National Pollutant Release Inventory).",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Electricity Demand,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Forecast Demand Peaks,,,,,,,,,,,,,,,
"Season
",Normal Weather Peak (MW),Extreme Weather Peak (MW),,,,,,,,,,,,,
Winter 2019-20,21185.0004383879,22353.000043838,,,,,,,,,,,,,
Summer 2020,22194.0004402067,24555.000044021,,,,,,,,,,,,,
Winter 2020-21,21239.0004420279,22533.000044202,,,,,,,,,,,,,
"These values to be posted in the December 19, 2019 Reliability Outlook",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ontario Demand Peaks and Minimums (MW),,,,,,,,,,,,,,,
Year,Quantity,MW,EST,Date,,,,,,,,,,,
2018,Ontario Peak Demand,23240,18:00:00,2018-09-05,,,,,,,,,,,
2019,Ontario Peak Demand,21791,17:00:00,2019-07-29,,,,,,,,,,,
2018,Ontario Minimum Demand,10701,05:00:00,2018-09-09,,,,,,,,,,,
2019,Ontario Minimum Demand,10328,04:00:00,2019-05-20,,,,,,,,,,,
2019,Q1 Ontario Peak Demand,21525,18:00:00,2019-01-21,,,,,,,,,,,
2019,Q2 Ontario Peak Demand,20248,19:00:00,2019-06-27,,,,,,,,,,,
2019,Q3 Ontario Peak Demand,21791,17:00:00,2019-07-29,,,,,,,,,,,
2019,Q4 Ontario Peak Demand,n/a,n/a,n/a,,,,,,,,,,,
2019,Q1 Ontario Minimum Demand,12210,03:00:00,2019-03-30,,,,,,,,,,,
2019,Q2 Ontario Minimum Demand,10328,04:00:00,2019-05-20,,,,,,,,,,,
2019,Q3 Ontario Minimum Demand,10477,04:00:00,2019-09-29,,,,,,,,,,,
2019,Q4 Ontario Minimum Demand,n/a,n/a,n/a,,,,,,,,,,,
Note : Related reports can be found at http://reports.ieso.ca/public/Demand ,,,,,,,,,,,,,,,
Historical Monthly Ontario Demand Peaks and Minimums (MW),,,,,,,,,,,,,,,
Year,Month,Peak MW,Minimum MW,,,,,,,,,,,,
2018,July,23046,11413,,,,,,,,,,,,
2018,August,21990,11966,,,,,,,,,,,,
2018,September,23240,10701,,,,,,,,,,,,
2018,October,18205,10847,,,,,,,,,,,,
2018,November,20152,11765,,,,,,,,,,,,
2018,December,19891,12284,,,,,,,,,,,,
2019,January,21525,12291,,,,,,,,,,,,
2019,February,20500,13041,,,,,,,,,,,,
2019,March,20263,12210,,,,,,,,,,,,
2019,April,17645,11079,,,,,,,,,,,,
2019,May,16784,10328,,,,,,,,,,,,
2019,June,20248,10564,,,,,,,,,,,,
2019,July,21791,11565,,,,,,,,,,,,
2019,August,21354,11280,,,,,,,,,,,,
2019,September,19717,10477,,,,,,,,,,,,
Note : Related reports can be found at http://reports.ieso.ca/public/Demand ,,,,,,,,,,,,,,,
Historical Quarter Ontario Energy Demand (TWh),,,,,,,,,,,,,,,
Year,Quarter Total TWh,,,,,,,,,,,,,,
2013,35.66,,,,,,,,,,,,,,
2014,34.27,,,,,,,,,,,,,,
2015,35.26,,,,,,,,,,,,,,
2016,36.68,,,,,,,,,,,,,,
2017,33.62,,,,,,,,,,,,,,
2018,36.52,,,,,,,,,,,,,,
2019,34.94,,,,,,,,,,,,,,
Note : Related reports can be found at http://reports.ieso.ca/public/Demand ,,,,,,,,,,,,,,,
Historical Annual Ontario Energy Demand (TWh),,,,,,,,,,,,,,,
Year,Total TWh,Change over Previous Year,,,,,,,,,,,,,
2013,140.7,-0.6,,,,,,,,,,,,,
2014,139.8,-0.9,,,,,,,,,,,,,
2015,137,-2.8,,,,,,,,,,,,,
2016,137,0,,,,,,,,,,,,,
2017,132.1,-4.9,,,,,,,,,,,,,
2018,137.4,5.3,,,,,,,,,,,,,
2019,101.5,n/a,,,,,,,,,,,,,
Note : Related reports can be found at http://reports.ieso.ca/public/Demand ,,,,,,,,,,,,,,,
Class A Historical Monthly Cost of Electricity (½/kWh),,,,,,,,,,,,,,,
Year,Month,HOEP Arithmetic Average Price (1),Global Adjustment (Average Class A Customer),Total Cost of Commodity,,,,,,,,,,,
2018,July,2.86,5.21,8.07,,,,,,,,,,,
2018,August,2.89,4.77,7.66,,,,,,,,,,,
2018,September,2.69,4.75,7.44,,,,,,,,,,,
2018,October,1.28,6.3,7.58,,,,,,,,,,,
2018,November,2.36,5.25,7.61,,,,,,,,,,,
2018,December,2.66,4.89,7.55,,,,,,,,,,,
2019,January,2.64,5.32,7.96,,,,,,,,,,,
2019,February,2.71,5.43,8.14,,,,,,,,,,,
2019,March,2.67,4.81,7.48,,,,,,,,,,,
2019,April,1.48,6.37,7.85,,,,,,,,,,,
2019,May,0.7,6.42,7.12,,,,,,,,,,,
2019,June,0.37,7.18,7.55,,,,,,,,,,,
2019,July,2.05,5.94,7.99,,,,,,,,,,,
2019,August,1.48,6.72,8.2,,,,,,,,,,,
2019,September,1.34,5.74,7.08,,,,,,,,,,,
2019,YTD,1.71,5.99,7.7,,,,,,,,,,,
Note :,,,,,,,,,,,,,,,
1. Unweighted average of Hourly Ontario Energy Prices to reflect a typical (flat) industrial consumption profile.,,,,,,,,,,,,,,,
2. Values may not add up to the total due to dollar values that are rounded down to cents,,,,,,,,,,,,,,,
3. Related reports can be found at http://reports.ieso.ca/public/PriceHOEPAverage ,,,,,,,,,,,,,,,
Class B Historical Monthly Cost of Electricity (½/kWh),,,,,,,,,,,,,,,
Year,Month,HOEP Weighted Average Price (1),Global Adjustment (Average Class B Customer),Total Cost of Commodity,,,,,,,,,,,
2018,July,3.04,7.74,10.78,,,,,,,,,,,
2018,August,3.06,7.49,10.55,,,,,,,,,,,
2018,September,2.99,8.58,11.57,,,,,,,,,,,
2018,October,1.38,12.06,13.44,,,,,,,,,,,
2018,November,2.51,9.86,12.37,,,,,,,,,,,
2018,December,2.79,7.4,10.19,,,,,,,,,,,
2019,January,2.78,8.09,10.87,,,,,,,,,,,
2019,February,2.79,8.81,11.6,,,,,,,,,,,
2019,March,2.73,8.04,10.77,,,,,,,,,,,
2019,April,1.56,12.33,13.89,,,,,,,,,,,
2019,May,0.76,12.6,13.36,,,,,,,,,,,
2019,June,0.48,13.73,14.21,,,,,,,,,,,
2019,July,2.19,9.65,11.84,,,,,,,,,,,
2019,August,1.61,12.61,14.22,,,,,,,,,,,
2019,September,1.43,12.26,13.69,,,,,,,,,,,
2019,YTD,1.87,10.73,12.6,,,,,,,,,,,
Note :,,,,,,,,,,,,,,,
"1. Averages are weighted by the amount of electricity used throughout the province within each hour to broadly reflect the consumption profile of Class B(ie,. residential and commercial ) consumers.",,,,,,,,,,,,,,,
2. Values may not add up to the total due to dollar values that are rounded down to cents,,,,,,,,,,,,,,,
3. Related reports can be found at http://reports.ieso.ca/public/PriceHOEPAverage ,,,,,,,,,,,,,,,
and http://reports.ieso.ca/public/GlobalAdjustment ,,,,,,,,,,,,,,,
Historical Monthly Wholesale Electricity Prices (½/kWh),,,,,,,,,,,,,,,
Year,Month,HOEP Arithmetic Average Price,Maximum HOEP Price,Minimum HOEP Price,,,,,,,,,,,
2018,July,2.86,12.27,-0.42,,,,,,,,,,,
2018,August,2.89,10.55,-0.02,,,,,,,,,,,
2018,September,2.69,29.58,-0.41,,,,,,,,,,,
2018,October,1.28,18.37,-0.44,,,,,,,,,,,
2018,November,2.36,36.56,-0.03,,,,,,,,,,,
2018,December,2.66,17.96,0,,,,,,,,,,,
2019,January,2.64,22.23,-0.29,,,,,,,,,,,
2019,February,2.71,17.61,0,,,,,,,,,,,
2019,March,2.67,15.6,0,,,,,,,,,,,
2019,April,1.48,34.08,-0.45,,,,,,,,,,,
2019,May,0.7,17.01,-3.1,,,,,,,,,,,
2019,June,0.37,11.11,-5.93,,,,,,,,,,,
2019,July,2.05,18.06,-0.42,,,,,,,,,,,
2019,August,1.48,6.94,-0.42,,,,,,,,,,,
2019,September,1.34,17.4,-0.38,,,,,,,,,,,
Note :,,,,,,,,,,,,,,,
1. Related reports can be found at http://reports.ieso.ca/public/PriceHOEPAverage ,,,,,,,,,,,,,,,
and http://reports.ieso.ca/public/PriceHOEPPredispOR ,,,,,,,,,,,,,,,
